	text	i_f01	i_f02	i_f03	i_f04	i_f05	i_f06	i_f07	i_f08	i_f09	i_f10	i_f11	i_f12	i_f13	i_f14	i_f15	i_f16	i_f17	i_f18	i_f19	i_f20	i_f21	i_f22	i_f23	i_f24	i_f25	i_f26	i_f27	i_f28	i_f29	i_f30	i_f31	i_f32	i_f33
108	            我怀疑有人买小号刷	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	            跪舔美帝的都是什么人？你敢公布部级以上家人绿卡情况吗？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	            辛丑条约和你有什么关系啊，那是大清	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	            说这么多，谁她，，妈，看，屁话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	            美国红会都不是好人	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	            同时还有一个信息报道，有在城市打拼的1500万回乡创业去了。。。。。。回乡创业，回乡， 回乡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	            大学job这么难找，那里缺人？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	            号称用工荒的站出来遛一圈，今年至少百万大学生。来，举个爪	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	            通过家庭和社会关系确实是最有效的求职途径没错啊用工倒确实不荒，待职的人一抓一大把	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
118	 视频来自：百度贴吧	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	            马来西亚王牌巫师在医院手抓新冠病毒治病，这动作看起来很到位。但不带口罩就出来表演是不对的，事后该巫师被感染，隔离治疗中。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	            都没有戴口罩啊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	            太不懂事了	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	            不相信科学	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	            这围着的，有一个算一个，别跑。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	            神人	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	            厉害了	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	            哈哈哈哈笑死	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	            巫师	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
129	            农煮啥呀农？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	            这医院也是够了整个病房没一个“戴口罩”	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
131	            还王牌我去，这些人是怎么活到现在的？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	            那美国就是相信通用祈祷祷告上帝来治疗	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	            使者雷尔分享帖子：国外有很多关于血凝块和你在这里看到的警告。这一反应来自辉瑞公司（生产的疫苗）。图文：接种辉瑞公司生产的疫苗之后，一位老人身上出现了血泡。阅读（来自外星人耶洛因的书）了解人类的起源与未来酒零武山八玖壹壹山    裙下免费书阅读祝愿世界永远和平	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	            哪里能打到辉瑞？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	            说什么“破辉瑞”？人家叫：PFIZER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
136	            分享贴子  网络安全的问题来自：tieba.baidu.com/p/7326115115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	            史上最强病毒?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	            3年结束	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	            流感和感冒不一样，流感病毒很猛的，每年因流感死亡几十万	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	            人造玩意当然厉害	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	            西班牙流感是两年左右才结束。新冠估计没三五年结束不了。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	            最强的肯定是非典	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	            因为是人造的生化武器所以厉害	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	            感谢这108个国家的认真防疫，防控疫情，人人有责，希望全球疫情快点结束，恢复正常的生活秩序	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	            呵呵	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	            这个名次是谁排的？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
147	            这个国际合作得分是认真的？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	            西方拍的就不用看了	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	            马斯克或许会颠覆航空行业，让飞机成为过去　　马斯克从不缺乏想象，也不缺乏实践。他已经打开了电动汽车行业的大门，通过Starship星际飞船和超级高铁（Hyperloop），他或许还会颠覆航空行业。本文译自Medium，作者Will Lockett，原标题为Is Elon Musk About To Make The AviationI ndustry Obsolete?，希望对您有所启发。　　埃隆·马斯克(ElonMusk)倾向于革新行业，比如PayPal、特斯拉和SpaceX。他是否准备在航空业上也革新一把呢？　　2019年，全球航空业产生了9.15亿吨二氧化碳，约占全球人类碳排放量的2%。这是我们集体足迹的很大一部分。　　加入马斯克吧，他已经启动了汽车领域的电动革命。他会在航空业上做同样的事情吗？遗憾的是，你短期内不会看到特斯拉飞机，电池还是太重了！但埃隆还有锦囊妙计。事实上，他有两个方法，这两个方法不会革新航空业，相反，它们会彻底摧毁航空业。这就是埃隆·马斯克的计划，让污染严重、速度缓慢、沉闷乏味的飞机变得无用。　　他的第一个方法是火箭，大火箭。　　Starship星际飞船是能带我们去火星的飞船，装载能力为100吨以上。但是，马斯克如何负担得起开发这样一艘飞船的费用呢？如何通过利用它来击败长途航班，从而在地球上的洲际旅游业中大赚一笔呢？让我解释一下。　　任何有价值的火箭都必须将有效载荷送入近地轨道(LEO)。LEO就在大气层之外，要想上近地轨道，你需要速度足够快。国际空间站在LEO，它的运行速度约为7.66公里/秒或17135英里/小时。以这个速度，你可以在40分钟内从纽约旅行到悉尼(9929英里)。相比之下，一架飞机要花大约一天的时间才能完成同样的旅程。　　所以如果Starship星际飞船可以在任何天气下持续着陆而不会爆炸，那么理论上，它可以从纽约起飞，进入LEO一段时间，然后在一小时内重新进入澳大利亚上空！所以在Starship星际飞船上可能不提供电影，可能只有一集情景喜剧。难吃的飞机餐也没有了，因为会在微重力状态下飘离你。　　所以，Starship星际飞船可以跑过地球上的任何飞机？但是它环保吗？而且这项服务会花很多钱吗？　　虽然一艘Starship星际飞船在发射过程中会消耗4600吨推进剂，但它的效率和环保程度是相当高的。这是因为Starship星际飞船和它的助推器火箭(超重型)是以甲烷为燃料的。　　甲烷燃烧时非常干净，产生的副产品极少。让我们将其与NASA的SLS火箭进行比较，SLS火箭是一种氢固体火箭助推器，其有效载荷明显低于Starship的70%。一艘SLS发射产生大约538吨二氧化碳，5.1吨烟灰，8.5吨氮氧化物，302吨无机氯（基本上就是催泪瓦斯）和423吨氧化铝。这些不同的化学物质，都对大气有害。　　相比之下，Starship星际飞船产生2683吨二氧化碳和1.7吨氮氧化物，除了一些水蒸气，没有任何有毒的催泪瓦斯或任何东西。Starship星际飞船每公斤有效载荷确实比SLS多产生60%的碳，但这并不奇怪。　　当火箭变得更大时，它们的燃料使用量往往会飙升。这是因为他们需要更多的推力来转移更重的重量，这意味着需要更多的燃料来驱动更大的引擎，这意味着它更重，这意味着它需要更多的推力，更多的燃料，等等。因此，Starship星际飞船运载超过42%，每公斤只多产生60%的碳，这是不可思议的事实。氮氧化物的含量出奇的低是因为甲烷在相对较低的温度下燃烧。总而言之，Starship星际飞船是最干净的火箭之一！　　但从某种角度来看，我的2009款大众高尔夫S1.4已经行驶了80000英里，在这段距离中只产生了102吨二氧化碳(至少根据大众的数据……)。这意味着星际飞船飞行产生的二氧化碳相当于我行驶2，104，313.7英里所产生的二氧化碳。因此，将这艘星际飞船称为“生态友好型”似乎有点牵强。但这取决于甲烷的来源。　　如果埃隆想让星际飞船达到碳中和，这其实很简单。地球上的生物大量产生甲烷。大多数厌氧菌吸收二氧化碳并利用它进行化学反应，在此过程中产生甲烷，这被称为甲烷生成。这就是屁中甲烷的来源，来源于你肠道中的厌氧菌。但是，因为这些生物使用的二氧化碳是从大气中抽出来的，这意味着从这些生物来源收集的甲烷是碳中和的。　　甲烷之所以成为碳中和燃料的好选择，是因为你不需要一个庞大而复杂的生物/合成燃料工厂，只需获取排放的**甲烷，你就拥有了火箭燃料。更少的基础设施，更少的污染，更容易获得和生产碳中性火箭燃料。　　所以下次***的时候，你可以大声宣布，你在生产可以把我们带到火星的火箭燃料。话虽如此，我还是应该写一篇关于要放多少个屁才能把我们送到火星的文章……　　所以，Starship星际飞船的二氧化碳比任何喷气式飞机或螺旋桨飞机更容易达到碳中和。你甚至可以更进一步，因为最近的技术进步使NOx捕获变得可行，而且由于每次发射产生的量很小，你也可以轻松抵消这种污染。这几乎就像是马斯克把Starship星际飞船设计成一个碳中和的火箭……　　那么，价格呢？这么大的火箭一定很贵吧？SpaceX公司并没有透露票价，但我们可以通过他们公布的数据和一些粗略的类比得到一个合理的估计。　　马斯克曾表示，他希望每次发射的成本为200万美元。所以乘客的票价必须达到这个数字。他还说过，近地轨道的有效载荷将超过100吨，我们知道它至少需要100吨，所以我们用这个数字来计算。由此，我们得到了每公斤20美元的价格，比今天的任何火箭都便宜(SLS每公斤6000美元)。　　现在，我们不能就这么把100吨重的人推到船上然后就收工了。让我们用一架波音747来模拟安全舒适的需求。747的载客量为366人，有效载荷为112.7吨。这意味着每位乘客的自身、座位、行李和飞机上的物品会占用约308公斤的重量空间。　　以747作为一个粗略的类比，我们可以猜测Starship星际飞船至少可以搭载325名乘客，总成本为200万美元，或者每位乘客6153美元。这可与今天的中程长途飞行相媲美。只是需要40分钟，不是一整天。例如，在我写这篇文章时，新加坡航空公司从纽约到悉尼的单程机票价格为10969.89美元，需要34个小时。而且这还不是最便宜的机票，由于新冠疫情，机票仍然很贵。但是，在疫情爆发前，同样的旅程的头等舱机票花费超过2万美元，这并不可能的。SpaceX可以让你的旅行时间缩短30倍，体验零重力，价格不到头等舱的一半，相当于高价经济舱。　　不难看出，即使马斯克每张机票的收费远远超过5万美元，全球定期航也会持续售空。你终究会去太空的。按照这个价格，他每次发射将获得超过14，250，275美元的收益。这就是埃隆开发能把我们带到火星的方法，用它也能在地球上赚很多钱。　　我甚至还没搞清楚埃隆会如何利用旧石油钻井平台作为Starship星际飞船的可移动起降平台。那是另一回的事了。　　因此，Starship星际飞船比目前航空行业的任何一家公司都更便宜、更快、更环保。长途飞机可能很快就会成为过去。但是，短途旅行呢？　　这次，方法不在于寻找星星，而是在我们的脚下，那就是超级高铁（Hyperloop）。　　与SpaceX不同，我们还没有任何价格或有效载荷，所以我无法做任何有趣的分析。但当你看超级高铁的工程时，也会发现它更快、更便宜、更环保。　　超级高铁实际上就是一列穿越真空管的豪华列车。这款游戏的理念是，玩家在自己选择的目的地(比如洛杉矶和旧金山)之间打通一条隧道，然后将其中所有的空气都吸走。然后你将一列加压火车(你希望乘客能够在几乎没有空气阻力的情况下前进)送入管道，这样不仅速度快，而且效率高。　　理论上，这样的系统可以达到760英里每小时(比波音747快190英里每小时)，并且完全由可再生能源提供动力。更棒的是，马斯克建议他可以开发一种汽车运输系统，你可以把电动汽车开到火车上，快速到达目的地，然后从另一端开出去。　　洛杉矶到旧金山是超级高铁计划中的第一条线路，路程约375英里。坐飞机大约需要一个半小时，坐超级高铁应该只需要半个小时！　　现在，超级高铁远不及Starship发达，但马斯克已经和他的亿万富翁朋友理查德·布兰森合作，将其开发成功能性原型机，然后进行商业运营。有趣的是，布兰森，一个在航空业有相当大的股份的人，也已经在与马斯克合作这个项目了。这就好像他预测超级高铁将在未来几年内取代飞机旅行，并希望加入这场革命一样。　　当然，鉴于所有这些，我是在猜测。我不知道埃隆·马斯克(ElonMusk)内心的想法，但我能说的是，马斯克正在采取一些重大的行动，以主宰运输行业，不仅在地球上，而且在太空中。而且，似乎没有人能妨碍他。　　所以，无论你想去哪里，无论是开车去商店，还是去附近的国家旅行，还是飞越半个地球，甚至是降落在另一个星球的表面，马斯克都为你准备了一艘飞船。　　准备好迎接未来几十年的精彩旅行吧。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	            降不了机	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	            武汉重启一周年，你有什么话想对在武汉的人说？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	            咱，就不旅游了吧	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	            皮3 皮4还在呢，赶快走吧。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	            整点烟火味	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	            请吧主勿手滑。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	            有一个蝙蝠快要死了，在他临死的时候遇见了上帝，上帝对他说：在你临死之前我可以满足你来生的愿望。蝙蝠说：第一我死的时候又黑又瘦，希望来生我可以变的又白又胖第二我一辈子没有喝过人血，希望来生可以多喝人血第三我还想保留我的翅膀第四我一辈子没有碰过女人，希望来生可以多接触女人！上帝说：就这些？蝙蝠回答说：恩。不一会蝙蝠睁开眼发现自己变成了一包春思鸟卫生巾	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	            《扶正祛邪-破茧重生》【扶】助正气压邪恶，【正】邪颠倒引灾祸，【祛】除邪气正气升，【邪】不胜正断祸根；【破】除壁障修正念，【茧】开蜕变迎新生，【重】获自由展双翅，【生】机盎然尽情飞。《扶正祛邪-破茧重生》一切探索皆以人类健康为导向序言：古人一直在寻求大道，何谓大道？所谓的大道不过是事物的本质、真相，运行规律、作用机理等一些列探索发现，让世人能更好的认识自己，认识宇宙。现有科学与宗教不过是人类认识自己，认识宇宙的过程产物，随着人类文明的进步与科技的发展，会不断更新人类对内、外宇宙的发现与认知。宇宙大道——成、住、坏、空；人生大道——生、老、病、死。蝼蚁尚且贪生，追求健康长寿是我们每个人的权利，要想拥有健康就必须了解人体的奥秘，而探索人体奥秘，从古至今从未停止探索的步伐。人类是宇宙中具有高度智慧的有灵生物之一。身、心、灵三位一体，身是指身体，心是指意识与心态，灵是指灵魂。身心灵三者之间相互作用与转化。身体是硬件，承载了的所有组织与器官，意识与灵魂是软件，人体疾病是硬件与软件共同作用的结果，硬件治疗只占康复治疗的百分之二十，而软件治疗占康复治疗的百分之八十。对于慢性疾病的治疗，需要硬件与软件双管齐下，这才是人类健康的医道，能同时兼硬件与软件者，堪称医道之圣手，这是专研医道的最高境界。古伦勇-人生故事深圳-坪山新区2020-05-31目录序言…………………………………………….….... ………….1第一章《为爱而狂》……………………………….…..………4第二章《癌症康复之路》…………………………...……........9第三章《癌症产生的原因》………………………….………..17第四章《癌症治疗的新方向》……………………….………..25第五章《纯绿色疗法轻松治疗癌症》………………….……..33第六章《揭秘癌症真相》………………….…………………..40第七章《肿瘤包块是人体免疫筑起的防御墙》………...……45第八章《医道》………………………………...………………53第九章《揭秘灵魂的真相》…………………..……………….63原方文献（一）《骨胶原蛋白的功效》………………...……..65原方文献（二）《布鲁士蔬菜汁 癌症（断食）疗法》…...….73原方文献（三）《治病留人，不治癌》………………….……81原方文献（四）《云南白药治疗肿瘤》……………………….89附录（一）《抗癌与修行》……………………………..……...95附录（二）《人生就是修行-修行得到人生》….………….…..98附录（三）《开悟之道》…………………………………….….99附录（四）《人类的智慧与潜能》……………………………109附录（五）《意识是万灵之主》………………………………112附录（六）《感悟_慢性疾病的治疗》………………..………117附录（七）《人生故事_心态》…………………………..……136附录（八）《胃癌肝转移_康复之路》…………….…………..144附录（九）《执念》…………………………………………….147附录（十）《发烧的过程与自我防护》………………………150附录（十一）《秘方根治一切骨科疾病》……………………152附录（十二）《治疗血管堵塞中药方剂》……………………155附录（十三）《中药胶囊》…………………………….………157附录（十四）《中医的心理治疗》……………………….……165附录（十五）《康复寄语》…………………………………….166古伦勇-人生故事:百度《扶正祛邪-破茧重生》就能看到所有文章	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	            PFE>95%,BFE>99.5%,普通KN95，有内置鼻梁条外置鼻梁条，有印KN95在左在右或在中间，有独立包装，10个一包，50个一包，散装，有的有盒有的无盒。全清3分一个，现金交易，不挑不选全部打包拿走的来。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	            根据一直追踪全球新冠疫情数据的Worldometer实时统计数据显示，截至北京时间6月28日5时05分，全球新冠肺炎累计死亡病例已超50万例，达到500074例，累计确诊病例也已超过1000万例，达到10043638例。其中，美国累计确诊2587512例，累计死亡128074例，排名全球首位。但据美国约翰斯霍普金斯大学的实时统计数据显示，截至目前，全球新冠肺炎累计死亡病例为495993例，累计确诊病例9882496例。据统计，从5月15日到6月7日，全球新冠肺炎累计死亡病例数从30万到40万用时23天，而从6月7日至6月28日，全球累计死亡病例数从40万到50万用时21天。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	            美国加油（狗头）	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	            恭喜破千万大关	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	            啊这	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	            美国加油，别被别国超过这种双料冠军	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	            美国……	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	            美国政客：这是个假新闻	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	 蛮好的。让国外继续群体免疫	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	            唉	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	            美国🇺🇸加油！美国🇺🇸努力加油！争取更大的胜利✌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	            fake news，next	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	            是狠	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	            霉国的确已再次萎大	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	            可怕的数字	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	            一群二货鱼死网破你们结果会很好？？？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	            形势急转急下，抗疫战争日益严重，屯点口罩宅家里，看着这治愈率很难乐观。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	            如果我说这玩意比沙士还恐怖，会不会洗地狗说我造谣	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	            我想知道在哪里屯口罩	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	            陡直的增长曲线	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	            日增长突破2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	            乐观一点，毕竟现在增长数量和基数比起来不算什么了，比起开始的翻倍增长。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	            你开玩笑?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	            因为病毒变异了呀。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	            1918年大流感的第二波也是年轻人死亡率暴涨，这似乎是病毒变异的一个常态表现	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	            毕竟养蛊国	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	            50几岁算壮年？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	            有  来个联系方式	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	            谢谢吧主支持，优惠券，平时小东西买买，优惠还是蛮多的———小客券赚赚，京东 美团 饿了么 优惠券抵扣，拼多多 唯品会 返现.（关注公众号 网购用得到）谢谢🙏 有问题随时咨询v锦鲤大人 18957247715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	            被隔离是不是手机也没收了	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
